pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/gameFramework/j/u,com/corrodinggames/rts/gameFramework/j/v,rw/network/MasterServerSingleRequestRunnable,rustedwarfare/network/MasterServerSingleRequestRunnable,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/j/v,com/corrodinggames/rts/gameFramework/j/w,rw/network/MasterServerErrorReportRunnable,rustedwarfare/network/MasterServerErrorReportRunnable,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/j/w,com/corrodinggames/rts/gameFramework/j/x,rw/network/MasterServerConnectionInfoCallback,rustedwarfare/network/MasterServerConnectionInfoCallback,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/j/x,com/corrodinggames/rts/gameFramework/j/y,rw/network/MasterServerConnectionInfoError,rustedwarfare/network/MasterServerConnectionInfoError,high,manual_residual_closure,mapped master-server caller reference flow 7; enum cardinality 3,common_cross_build_residual
com/corrodinggames/rts/gameFramework/j/y,com/corrodinggames/rts/gameFramework/j/z,rw/network/MasterServerCreateRunnable,rustedwarfare/network/MasterServerCreateRunnable,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/j/z,com/corrodinggames/rts/gameFramework/j/aa,rw/network/MasterServerRemoveRunnable,rustedwarfare/network/MasterServerRemoveRunnable,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k,com/corrodinggames/rts/gameFramework/j,rw/v100rc1/io/FileChangePollThread,rustedwarfare/io/FileChangePollThread,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/a,com/corrodinggames/rts/gameFramework/k/a,rw/path/PathOpenNodeArrayList,rustedwarfare/path/PathOpenNodeArrayList,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/b,com/corrodinggames/rts/gameFramework/k/b,rw/path/PathOpenNodeArrayList$Iterator,rustedwarfare/path/PathOpenNodeArrayList$Iterator,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/c,com/corrodinggames/rts/gameFramework/k/c,rw/path/PathTargetAdapter,rustedwarfare/path/PathTargetAdapter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/e,com/corrodinggames/rts/gameFramework/k/d,rw/v100/path/BucketedNodeQueue,rustedwarfare/path/BucketedNodeQueue,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/k/f,com/corrodinggames/rts/gameFramework/k/e,rw/v090/path/FlowFieldPathRequest,rustedwarfare/path/FlowFieldPathRequest,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/k/g,com/corrodinggames/rts/gameFramework/k/f,rw/v090/path/FlowFieldGrid,rustedwarfare/path/FlowFieldGrid,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/h,com/corrodinggames/rts/gameFramework/k/g,rw/v090/path/FlowFieldPathTargetAdapter,rustedwarfare/path/FlowFieldPathTargetAdapter,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/k/i,com/corrodinggames/rts/gameFramework/k/h,rw/path/MovementCostMap,rustedwarfare/path/MovementCostMap,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/j,com/corrodinggames/rts/gameFramework/k/i,rw/v100/path/NodeQueue,rustedwarfare/path/NodeQueue,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/k/k,com/corrodinggames/rts/gameFramework/k/j,rw/path/PathRequest,rustedwarfare/path/PathRequest,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/l,com/corrodinggames/rts/gameFramework/k/k,rw/path/PathEngine,rustedwarfare/path/PathEngine,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/m,com/corrodinggames/rts/gameFramework/k/l,rw/v100/path/PathOpenListPool,rustedwarfare/path/PathOpenListPool,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/n,com/corrodinggames/rts/gameFramework/k/m,rw/path/PathOpenListNode,rustedwarfare/path/PathOpenListNode,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/o,com/corrodinggames/rts/gameFramework/k/n,rw/path/PathSolver,rustedwarfare/path/PathSolver,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/k/p,com/corrodinggames/rts/gameFramework/k/o,rw/path/PathNode,rustedwarfare/path/PathNode,medium,anchor_bounded_sequence,monotonic package sequence; bounded=false; anchors=4,common_core
com/corrodinggames/rts/gameFramework/l,com/corrodinggames/rts/gameFramework/k,rw/core/GameEngine,rustedwarfare/core/GameEngine,high,structural_match,critical_anchor: GameEngine 214-field anchor,common_core
com/corrodinggames/rts/gameFramework/l$1,com/corrodinggames/rts/gameFramework/l,rw/v090/core/GameEngine$1,rustedwarfare/core/GameEngine$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l$2,com/corrodinggames/rts/gameFramework/n,rw/v090/core/GameEngine$2,rustedwarfare/core/GameEngine$2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l$2$1,com/corrodinggames/rts/gameFramework/o,rw/v090/core/GameEngine$2$1,rustedwarfare/core/GameEngine$2$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l$2$2,com/corrodinggames/rts/gameFramework/p,rw/v090/core/GameEngine$2$2,rustedwarfare/core/GameEngine$2$2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l$3,com/corrodinggames/rts/gameFramework/q,rw/v090/core/GameEngine$3,rustedwarfare/core/GameEngine$3,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l$4,com/corrodinggames/rts/gameFramework/r,rw/v090/core/GameEngine$4,rustedwarfare/core/GameEngine$4,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l/a,com/corrodinggames/rts/gameFramework/l/a,rw/v100rc1/platform/PlatformExtension,rustedwarfare/platform/PlatformExtension,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/l/b,com/corrodinggames/rts/gameFramework/l/b,rw/v100rc1/platform/FileSelectionCallback,rustedwarfare/platform/FileSelectionCallback,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m,com/corrodinggames/rts/gameFramework/v,rw/v100rc1/render/UiTextPaintScaler,rustedwarfare/render/UiTextPaintScaler,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/a,com/corrodinggames/rts/gameFramework/m/a,rw/v090/render/AndroidGlRenderer,rustedwarfare/render/AndroidGlRenderer,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/aa,com/corrodinggames/rts/gameFramework/m/fk,rw/v100rc1/render/RenderUtils,rustedwarfare/render/RenderUtils,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/ab,com/corrodinggames/rts/gameFramework/m/fl,rw/v100rc1/render/CircleImageCacheEntry,rustedwarfare/render/CircleImageCacheEntry,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/ac,com/corrodinggames/rts/gameFramework/m/fm,rw/v090/render/GlMesh,rustedwarfare/render/GlMesh,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/ad,com/corrodinggames/rts/gameFramework/m/fn,rw/client/render/MutableBitmapOrTexture,rustedwarfare/client/render/MutableBitmapOrTexture,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/ae,com/corrodinggames/rts/gameFramework/m/fo,rw/render/ShaderProgram,rustedwarfare/render/ShaderProgram,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/af,com/corrodinggames/rts/gameFramework/m/fp,rw/render/ShaderParameter,rustedwarfare/render/ShaderParameter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/ag,com/corrodinggames/rts/gameFramework/m/fq,rw/v090/render/UniquePaint,rustedwarfare/render/UniquePaint,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/c,com/corrodinggames/rts/gameFramework/m/c,rw/v090/render/GlCommandBuffer,rustedwarfare/render/GlCommandBuffer,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/d,com/corrodinggames/rts/gameFramework/m/d,rw/render/ImageDrawMode,rustedwarfare/render/ImageDrawMode,high,manual_residual_closure,stable owner and enum cardinality 3,common_cross_build_residual
com/corrodinggames/rts/gameFramework/m/e,com/corrodinggames/rts/gameFramework/m/e,rw/render/GameImage,rustedwarfare/client/render/GameImage,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/h,com/corrodinggames/rts/gameFramework/m/f,rw/client/render/LazyTeamColorImage,rustedwarfare/client/render/LazyTeamColorImage,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/i,com/corrodinggames/rts/gameFramework/m/g,rw/render/TeamColorShaderProgram,rustedwarfare/render/TeamColorShaderProgram,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/j,com/corrodinggames/rts/gameFramework/m/h,rw/render/AndroidCanvasDrawTarget,rustedwarfare/render/AndroidCanvasDrawTarget,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/k,com/corrodinggames/rts/gameFramework/m/i,rw/render/GlCanvasDrawTarget,rustedwarfare/render/GlCanvasDrawTarget,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/l,com/corrodinggames/rts/gameFramework/m/l,rw/render/CanvasDrawTarget,rustedwarfare/render/CanvasDrawTarget,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/m/m,com/corrodinggames/rts/gameFramework/m/m,rw/render/DrawTimeCallback,rustedwarfare/render/DrawTimeCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/n,com/corrodinggames/rts/gameFramework/m/n,rw/render/NoOpCanvasDrawTarget,rustedwarfare/render/NoOpCanvasDrawTarget,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/o,com/corrodinggames/rts/gameFramework/m/o,rw/render/QueuedCanvasDrawTarget,rustedwarfare/render/QueuedCanvasDrawTarget,high,manual_residual_closure,stable owner; mapped GraphicsEngine caller; fields/methods expanded by Android interface desugaring,common_cross_build_residual
com/corrodinggames/rts/gameFramework/m/o$1,com/corrodinggames/rts/gameFramework/m/b,rw/v090/render/QueuedCanvasDrawTarget$1,rustedwarfare/render/QueuedCanvasDrawTarget$1,high,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/p,com/corrodinggames/rts/gameFramework/m/p,rw/render/CanvasOperation,rustedwarfare/render/CanvasOperation,high,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/p$1,com/corrodinggames/rts/gameFramework/m/q,rw/v090/render/CanvasOperation$ClipPathPathOp,rustedwarfare/render/CanvasOperation$ClipPathPathOp,high,enum_constant_semantic_string,CanvasOperation enum constant clippathpathop,common_core
com/corrodinggames/rts/gameFramework/m/p$10,com/corrodinggames/rts/gameFramework/m/z,rw/v090/render/CanvasOperation$DrawBitmapIntarrayIntIntIntIntIntIntBooleanPaint,rustedwarfare/render/CanvasOperation$DrawBitmapIntarrayIntIntIntIntIntIntBooleanPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapintarrayintintintintintintbooleanpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$11,com/corrodinggames/rts/gameFramework/m/aa,rw/v090/render/CanvasOperation$DrawBitmapMeshBitmapIntIntFloatarrayIntIntarrayIntPaint,rustedwarfare/render/CanvasOperation$DrawBitmapMeshBitmapIntIntFloatarrayIntIntarrayIntPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapmeshbitmapintintfloatarrayintintarrayintpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$12,com/corrodinggames/rts/gameFramework/m/ab,rw/v090/render/CanvasOperation$ClipPathPath,rustedwarfare/render/CanvasOperation$ClipPathPath,high,enum_constant_semantic_string,CanvasOperation enum constant clippathpath,common_core
com/corrodinggames/rts/gameFramework/m/p$13,com/corrodinggames/rts/gameFramework/m/ac,rw/v090/render/CanvasOperation$DrawCircleFloatFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawCircleFloatFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawcirclefloatfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$14,com/corrodinggames/rts/gameFramework/m/ad,rw/v090/render/CanvasOperation$DrawColorIntMode,rustedwarfare/render/CanvasOperation$DrawColorIntMode,high,enum_constant_semantic_string,CanvasOperation enum constant drawcolorintmode,common_core
com/corrodinggames/rts/gameFramework/m/p$15,com/corrodinggames/rts/gameFramework/m/ae,rw/v090/render/CanvasOperation$DrawColorInt,rustedwarfare/render/CanvasOperation$DrawColorInt,high,enum_constant_semantic_string,CanvasOperation enum constant drawcolorint,common_core
com/corrodinggames/rts/gameFramework/m/p$16,com/corrodinggames/rts/gameFramework/m/af,rw/v090/render/CanvasOperation$DrawLineFloatFloatFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawLineFloatFloatFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawlinefloatfloatfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$17,com/corrodinggames/rts/gameFramework/m/ag,rw/v090/render/CanvasOperation$DrawLinesFloatarrayIntIntPaint,rustedwarfare/render/CanvasOperation$DrawLinesFloatarrayIntIntPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawlinesfloatarrayintintpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$18,com/corrodinggames/rts/gameFramework/m/ah,rw/v090/render/CanvasOperation$DrawLinesFloatarrayPaint,rustedwarfare/render/CanvasOperation$DrawLinesFloatarrayPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawlinesfloatarraypaint,common_core
com/corrodinggames/rts/gameFramework/m/p$19,com/corrodinggames/rts/gameFramework/m/ai,rw/v090/render/CanvasOperation$DrawOvalRectFPaint,rustedwarfare/render/CanvasOperation$DrawOvalRectFPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawovalrectfpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$2,com/corrodinggames/rts/gameFramework/m/r,rw/v090/render/CanvasOperation$ConcatMatrix,rustedwarfare/render/CanvasOperation$ConcatMatrix,high,enum_constant_semantic_string,CanvasOperation enum constant concatmatrix,common_core
com/corrodinggames/rts/gameFramework/m/p$20,com/corrodinggames/rts/gameFramework/m/aj,rw/v090/render/CanvasOperation$DrawPaintPaint,rustedwarfare/render/CanvasOperation$DrawPaintPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpaintpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$21,com/corrodinggames/rts/gameFramework/m/ak,rw/v090/render/CanvasOperation$DrawPathPathPaint,rustedwarfare/render/CanvasOperation$DrawPathPathPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpathpathpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$22,com/corrodinggames/rts/gameFramework/m/al,rw/v090/render/CanvasOperation$DrawPicturePictureRect,rustedwarfare/render/CanvasOperation$DrawPicturePictureRect,high,enum_constant_semantic_string,CanvasOperation enum constant drawpicturepicturerect,common_core
com/corrodinggames/rts/gameFramework/m/p$23,com/corrodinggames/rts/gameFramework/m/am,rw/v090/render/CanvasOperation$ClipRectFloatFloatFloatFloatOp,rustedwarfare/render/CanvasOperation$ClipRectFloatFloatFloatFloatOp,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectfloatfloatfloatfloatop,common_core
com/corrodinggames/rts/gameFramework/m/p$24,com/corrodinggames/rts/gameFramework/m/an,rw/v090/render/CanvasOperation$DrawPicturePictureRectF,rustedwarfare/render/CanvasOperation$DrawPicturePictureRectF,high,enum_constant_semantic_string,CanvasOperation enum constant drawpicturepicturerectf,common_core
com/corrodinggames/rts/gameFramework/m/p$25,com/corrodinggames/rts/gameFramework/m/ao,rw/v090/render/CanvasOperation$DrawPicturePicture,rustedwarfare/render/CanvasOperation$DrawPicturePicture,high,enum_constant_semantic_string,CanvasOperation enum constant drawpicturepicture,common_core
com/corrodinggames/rts/gameFramework/m/p$26,com/corrodinggames/rts/gameFramework/m/ap,rw/v090/render/CanvasOperation$DrawPointFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawPointFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpointfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$27,com/corrodinggames/rts/gameFramework/m/aq,rw/v090/render/CanvasOperation$DrawPointsFloatarrayIntIntPaint,rustedwarfare/render/CanvasOperation$DrawPointsFloatarrayIntIntPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpointsfloatarrayintintpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$28,com/corrodinggames/rts/gameFramework/m/ar,rw/v090/render/CanvasOperation$DrawPointsFloatarrayPaint,rustedwarfare/render/CanvasOperation$DrawPointsFloatarrayPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpointsfloatarraypaint,common_core
com/corrodinggames/rts/gameFramework/m/p$29,com/corrodinggames/rts/gameFramework/m/as,rw/v090/render/CanvasOperation$DrawPosTextChararrayIntIntFloatarrayPaint,rustedwarfare/render/CanvasOperation$DrawPosTextChararrayIntIntFloatarrayPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpostextchararrayintintfloatarraypaint,common_core
com/corrodinggames/rts/gameFramework/m/p$3,com/corrodinggames/rts/gameFramework/m/s,rw/v090/render/CanvasOperation$DrawARGBIntIntIntInt,rustedwarfare/render/CanvasOperation$DrawARGBIntIntIntInt,high,enum_constant_semantic_string,CanvasOperation enum constant drawargbintintintint,common_core
com/corrodinggames/rts/gameFramework/m/p$30,com/corrodinggames/rts/gameFramework/m/at,rw/v090/render/CanvasOperation$DrawPosTextStringFloatarrayPaint,rustedwarfare/render/CanvasOperation$DrawPosTextStringFloatarrayPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawpostextstringfloatarraypaint,common_core
com/corrodinggames/rts/gameFramework/m/p$31,com/corrodinggames/rts/gameFramework/m/au,rw/v090/render/CanvasOperation$DrawRGBIntIntInt,rustedwarfare/render/CanvasOperation$DrawRGBIntIntInt,high,enum_constant_semantic_string,CanvasOperation enum constant drawrgbintintint,common_core
com/corrodinggames/rts/gameFramework/m/p$32,com/corrodinggames/rts/gameFramework/m/av,rw/v090/render/CanvasOperation$DrawRectFloatFloatFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawRectFloatFloatFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawrectfloatfloatfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$33,com/corrodinggames/rts/gameFramework/m/aw,rw/v090/render/CanvasOperation$DrawRectRectPaint,rustedwarfare/render/CanvasOperation$DrawRectRectPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawrectrectpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$34,com/corrodinggames/rts/gameFramework/m/ax,rw/v090/render/CanvasOperation$ClipRectFloatFloatFloatFloat,rustedwarfare/render/CanvasOperation$ClipRectFloatFloatFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectfloatfloatfloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$35,com/corrodinggames/rts/gameFramework/m/ay,rw/v090/render/CanvasOperation$DrawRectRectFPaint,rustedwarfare/render/CanvasOperation$DrawRectRectFPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawrectrectfpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$36,com/corrodinggames/rts/gameFramework/m/az,rw/v090/render/CanvasOperation$DrawRoundRectRectFFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawRoundRectRectFFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawroundrectrectffloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$37,com/corrodinggames/rts/gameFramework/m/ba,rw/v090/render/CanvasOperation$DrawTextChararrayIntIntFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextChararrayIntIntFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextchararrayintintfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$38,com/corrodinggames/rts/gameFramework/m/bb,rw/v090/render/CanvasOperation$DrawTextCharSequenceIntIntFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextCharSequenceIntIntFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextcharsequenceintintfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$39,com/corrodinggames/rts/gameFramework/m/bc,rw/v090/render/CanvasOperation$DrawTextStringFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextStringFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextstringfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$4,com/corrodinggames/rts/gameFramework/m/t,rw/v090/render/CanvasOperation$DrawArcRectFFloatFloatBooleanPaint,rustedwarfare/render/CanvasOperation$DrawArcRectFFloatFloatBooleanPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawarcrectffloatfloatbooleanpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$40,com/corrodinggames/rts/gameFramework/m/bd,rw/v090/render/CanvasOperation$DrawTextStringIntIntFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextStringIntIntFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextstringintintfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$41,com/corrodinggames/rts/gameFramework/m/be,rw/v090/render/CanvasOperation$DrawTextOnPathChararrayIntIntPathFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextOnPathChararrayIntIntPathFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextonpathchararrayintintpathfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$42,com/corrodinggames/rts/gameFramework/m/bf,rw/v090/render/CanvasOperation$DrawTextOnPathStringPathFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawTextOnPathStringPathFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawtextonpathstringpathfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$43,com/corrodinggames/rts/gameFramework/m/bg,rw/v090/render/CanvasOperation$DrawVerticesVertexModeIntFloatarrayIntFloatarrayIntIntarrayIntShortarrayIntIntPaint,rustedwarfare/render/CanvasOperation$DrawVerticesVertexModeIntFloatarrayIntFloatarrayIntIntarrayIntShortarrayIntIntPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawverticesvertexmodeintfloatarrayintfloatarrayintintarrayintshortarrayintintpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$44,com/corrodinggames/rts/gameFramework/m/bh,rw/v090/render/CanvasOperation$Restore,rustedwarfare/render/CanvasOperation$Restore,high,enum_constant_semantic_string,CanvasOperation enum constant restore,common_core
com/corrodinggames/rts/gameFramework/m/p$45,com/corrodinggames/rts/gameFramework/m/bi,rw/v090/render/CanvasOperation$ClipRectIntIntIntInt,rustedwarfare/render/CanvasOperation$ClipRectIntIntIntInt,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectintintintint,common_core
com/corrodinggames/rts/gameFramework/m/p$46,com/corrodinggames/rts/gameFramework/m/bj,rw/v090/render/CanvasOperation$RestoreToCountInt,rustedwarfare/render/CanvasOperation$RestoreToCountInt,high,enum_constant_semantic_string,CanvasOperation enum constant restoretocountint,common_core
com/corrodinggames/rts/gameFramework/m/p$47,com/corrodinggames/rts/gameFramework/m/bk,rw/v090/render/CanvasOperation$RotateFloat,rustedwarfare/render/CanvasOperation$RotateFloat,high,enum_constant_semantic_string,CanvasOperation enum constant rotatefloat,common_core
com/corrodinggames/rts/gameFramework/m/p$48,com/corrodinggames/rts/gameFramework/m/bl,rw/v090/render/CanvasOperation$RotateFloatFloatFloat,rustedwarfare/render/CanvasOperation$RotateFloatFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant rotatefloatfloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$49,com/corrodinggames/rts/gameFramework/m/bm,rw/v090/render/CanvasOperation$Save,rustedwarfare/render/CanvasOperation$Save,high,enum_constant_semantic_string,CanvasOperation enum constant save,common_core
com/corrodinggames/rts/gameFramework/m/p$5,com/corrodinggames/rts/gameFramework/m/u,rw/v090/render/CanvasOperation$DrawBitmapBitmapFloatFloatPaint,rustedwarfare/render/CanvasOperation$DrawBitmapBitmapFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapbitmapfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$50,com/corrodinggames/rts/gameFramework/m/bn,rw/v090/render/CanvasOperation$SaveLayerFloatFloatFloatFloatPaintInt,rustedwarfare/render/CanvasOperation$SaveLayerFloatFloatFloatFloatPaintInt,high,enum_constant_semantic_string,CanvasOperation enum constant savelayerfloatfloatfloatfloatpaintint,common_core
com/corrodinggames/rts/gameFramework/m/p$51,com/corrodinggames/rts/gameFramework/m/bo,rw/v090/render/CanvasOperation$SaveLayerRectFPaintInt,rustedwarfare/render/CanvasOperation$SaveLayerRectFPaintInt,high,enum_constant_semantic_string,CanvasOperation enum constant savelayerrectfpaintint,common_core
com/corrodinggames/rts/gameFramework/m/p$52,com/corrodinggames/rts/gameFramework/m/bp,rw/v090/render/CanvasOperation$SaveLayerAlphaFloatFloatFloatFloatIntInt,rustedwarfare/render/CanvasOperation$SaveLayerAlphaFloatFloatFloatFloatIntInt,high,enum_constant_semantic_string,CanvasOperation enum constant savelayeralphafloatfloatfloatfloatintint,common_core
com/corrodinggames/rts/gameFramework/m/p$53,com/corrodinggames/rts/gameFramework/m/bq,rw/v090/render/CanvasOperation$SaveLayerAlphaRectFIntInt,rustedwarfare/render/CanvasOperation$SaveLayerAlphaRectFIntInt,high,enum_constant_semantic_string,CanvasOperation enum constant savelayeralpharectfintint,common_core
